ID	course_code	SUBJ_DESC	COLL_DESC	DEPT_DESC	Long_Title	COURSE_DESC	Related_To_Data_Science
500	ENT-535	Entrepreneurship	Sch of Business and Economics	MRK/ENT/HTM	Entrepreneurship and Independent Press Publishing	Exploration, analysis, and participation in independent press publishing from inception to final product while practicing the entrepreneurial strategies needed to begin a successful venture.	0
501	ENT-540	Entrepreneurship	Sch of Business and Economics	MRK/ENT/HTM	Social Entrepreneurship: Justice and a Green Environment	Interdisciplinary engagement of social entrepreneurship as model for change on an issue of environmental sustainability. Exploration of models that respond to social, economic, environmental, and justice issues.	0
502	ENT-606	Entrepreneurship	Sch of Business and Economics	MRK/ENT/HTM	International Entrepreneurship	Issues related to starting, joining, or holding stakes in international ventures, the creation and management of business ventures that have international dimensions, economic and formal/informal institutions affecting entrepreneurship.	0
503	ENT-609	Entrepreneurship	Sch of Business and Economics	MRK/ENT/HTM	Franchising	Develop knowledge and skills needed to succeed as a franchisee, franchisor, or franchise executive, including understanding the Franchise Disclosure Document and the role of entrepreneurship in franchising.	0
504	ENT-610	Entrepreneurship	Sch of Business and Economics	MRK/ENT/HTM	Entrepreneurial Urban Planning	Fundamental concepts and techniques of urban planning as it relates to enhancing overall quality of life with a primary focus on land use patterns, the environment, business and entrepreneurship.	0
505	ENT-615	Entrepreneurship	Sch of Business and Economics	MRK/ENT/HTM	Entrepreneurship for the Sciences	Develop knowledge and skills in entrepreneurship to identify and evaluate science and technology ideas in chemistry and the life sciences as opportunities to take through the feasibility and business plan.	0
506	ENT-661	Entrepreneurship	Sch of Business and Economics	MRK/ENT/HTM	Entrepreneurial Career Development in Music	Focus on the entrepreneurship knowledge, skills, and career development to enable students to become the architect of his/her future.	0
507	ENT-672	Entrepreneurship	Sch of Business and Economics	MRK/ENT/HTM	Web Programming	Apply fundamental programming concepts in designing and implementing applications for the web. Foundations for developing web applications.	0
508	ENT-677	Entrepreneurship	Sch of Business and Economics	MRK/ENT/HTM	Entrepreneurship Opportunities in Healthy Aging	Examination of entrepreneurship opportunities related to the aging population, with specific attention to products and services that extend the healthy lifespan. Includes development of Business Opportunity Analysis.	0
509	ERM-600	Educatnl Research Methodology	School of Education	Ed Research Methodology	Validity and Validation	Validity is fundamental to all testing operations. The course covers seminal theories, critical perspectives, as well as prominent validation research of critical importance to professionals working in diverse industry settings.	0
510	ERM-604	Educatnl Research Methodology	School of Education	Ed Research Methodology	Methods of Educational Research	Techniques and uses of research in education. Designed to provide the student with the ability to read, understand, and critically evaluate published empirical research.	0
511	ERM-605	Educatnl Research Methodology	School of Education	Ed Research Methodology	Educational Measurement and Evaluation	For teachers, counselors, and administrators. Principles of measurement and evaluation, methods of scoring and interpreting tests. Construction and use of teacher-made tests. Statistical concepts basic to understanding and interpreting test data.	1
512	ERM-633	Educatnl Research Methodology	School of Education	Ed Research Methodology	Second Language Assessment and Testing	Theoretical and practical issues related to second language testing with special attention paid to the assessment of English as a second language, world Englishes, and foreign languages.	0
513	ERM-636	Educatnl Research Methodology	School of Education	Ed Research Methodology	Advanced Studies in Second Language Testing	Language testing for English and foreign language learners, as well as the World Englishes domain.  It investigates policies, theories, research, and tools employed to measure different language modalities.	0
514	ERM-642	Educatnl Research Methodology	School of Education	Ed Research Methodology	Evaluation of Educational Programs	Existing and emerging formulations of educational evaluation. Developing operational guidelines for conducting evaluations in educational settings.	0
515	ERM-643	Educatnl Research Methodology	School of Education	Ed Research Methodology	Applied Educational Evaluation	An application course that uses modern evaluation models, data collection, statistical analyses, and interpretation of findings to establish the effectiveness and utility of an educational program.	1
516	ERM-644	Educatnl Research Methodology	School of Education	Ed Research Methodology	Approaches to Collaborative Research and Evaluation in Education	This course provides a comprehensive overview of collaborative and participatory approaches to evaluation and research in educational settings and how these approaches are differentiated from other methodological approaches.	0
517	ERM-645	Educatnl Research Methodology	School of Education	Ed Research Methodology	Culturally Responsive Approaches to Research and Evaluation	This course provides a comprehensive overview of culturally responsive approaches to evaluation and research in educational settings and includes both theoretical and practical applications.	0
518	ERM-650	Educatnl Research Methodology	School of Education	Ed Research Methodology	Foundations of Qualitative Research Methods	This course will provide graduate students with a theoretical understanding of qualitative research and practical, hands-on experience conducting a small-scale study.	1
519	ERM-667	Educatnl Research Methodology	School of Education	Ed Research Methodology	Foundations of Educational Measurement Theory	Statistical foundations, classical test theory, reliability, validity, item analysis, and norms; selected topics in modern test theory. Designed for those who will develop, evaluate, and select measurement instruments in their professional roles.	1
